10	4
10	3
10	2
10	4
10	2
10	3
10	2
10	3
10	3
10	2
10	3
10	3
10	3
10	3
10	3
10	3
10	4
10	4
10	3
10	2
11	3
11	2
11	3
11	2
11	3
11	4
11	3
11	3
11	2
11	5
11	3
11	3
11	5
11	3
11	3
11	2
11	4
11	3
11	3
11	2
12	4
12	3
12	2
12	2
12	2
12	2
12	2
12	3
12	2
12	2
12	4
12	3
12	2
12	4
12	3
12	2
12	2
12	2
12	2
12	3
13	3
13	2
13	4
13	3
13	3
13	4
13	2
13	2
13	4
13	3
13	3
13	3
13	4
13	3
13	4
13	5
13	4
13	3
13	3
13	4
14	2
14	4
14	4
14	3
14	4
14	3
14	3
14	3
14	2
14	3
14	2
14	4
14	3
14	4
14	3
14	4
14	3
14	4
14	3
14	4
15	4
15	2
15	3
15	2
15	3
15	4
15	3
15	4
15	4
15	4
15	5
15	4
15	4
15	2
15	3
15	3
15	5
15	2
15	2
15	4
16	5
16	3
16	3
16	3
16	2
16	4
16	5
16	3
16	2
16	3
16	3
16	2
16	4
16	3
16	4
16	4
16	4
16	4
16	3
16	4
17	4
17	2
17	3
17	3
17	2
17	6
17	2
17	4
17	4
17	2
17	3
17	4
17	4
17	4
17	4
17	4
17	4
17	4
17	3
17	4
18	2
18	3
18	4
18	4
18	2
18	3
18	4
18	5
18	4
18	4
18	4
18	6
18	3
18	3
18	2
18	3
18	3
18	4
18	4
18	2
19	3
19	4
19	2
19	4
19	3
19	2
19	4
19	4
19	5
19	4
19	4
19	4
19	3
19	4
19	5
19	4
19	2
19	2
19	4
19	5
20	4
20	3
20	4
20	4
20	3
20	4
20	2
20	6
20	5
20	2
20	3
20	4
20	4
20	2
20	3
20	2
20	4
20	3
20	6
20	5
21	6
21	4
21	4
21	5
21	3
21	4
21	5
21	4
21	5
21	3
21	5
21	4
21	6
21	4
21	3
21	6
21	4
21	4
21	5
21	5
22	2
22	6
22	2
22	5
22	3
22	6
22	3
22	5
22	4
22	4
22	5
22	3
22	5
22	4
22	3
22	4
22	5
22	3
22	2
22	3
23	4
23	6
23	2
23	2
23	3
23	2
23	5
23	5
23	6
23	5
23	6
23	2
23	6
23	5
23	5
23	4
23	4
23	4
23	4
23	4
24	5
24	4
24	2
24	4
